'YBL041W',0.029,0.165,0.341,0.395,-0.122,0.722,0.286
'YBL043W',-0.435,0.017,-0.182,-0.01,-0.624,2.29,2.858
'YBL045C',0.09,0.029,0.609,0.745,0.602,1.876,2.907
'YBL047C',0.006,0.91,-0.035,0.135,-0.084,0.517,1.023
'YBL049W',-0.541,0.244,0.099,-0.008,-0.632,2.982,3.192
'YBL063W',-0.043,0.931,-0.171,-0.254,-0.683,-0.938,-0.58
'YBL065W',0.065,0.915,-0.314,-0.366,-0.362,-0.521,0.059
'YBL067C',-0.028,-0.104,0.045,-0.2,-0.776,-0.253,-0.238
'YBL069W',-0.551,-0.016,0.4,-0.077,-0.655,-0.059,0.553
'YBL071C',-0.049,0.318,-0.202,-0.714,-0.767,-0.485,-0.95
'YBL073W',-0.456,0.55,-0.314,-0.431,-0.543,0.14,0.285
'YBL087C',0.214,0.318,0.439,0.126,-0.023,-1.2,-1.19
'YBL089W',-0.108,0.349,0.397,0.223,-0.157,0.06,0.424
'YBL091C',0.45,0.277,0.628,0.274,-0.435,0.645,0.042
'YBL093C',0.16,0.43,-0.188,-0.09,-0.135,0.222,0.157
'YBL095W',-0.224,0.151,0.163,-0.125,-0.245,1.027,0.999
'YBL097W',-0.329,0.215,0.257,-0.212,-0.597,0.46,0.802
'YBL109W',-0.044,0.764,0.061,0.128,-0.184,-0.378,0.705
'YBL111C',0.421,0.613,0.038,0.35,-0.216,-0.487,0.354
'YBL113C',0.151,0.272,0.065,0.238,0.046,-0.544,-0.275
'YBR002C',-0.156,-0.327,-0.027,-0.138,-0.348,-0.072,-0.083
'YBR004C',-0.065,-0.101,0.564,0.348,0.176,0.114,-0.497
'YBR006W',-0.665,-0.724,0.419,0.505,0.499,1.53,1.755
'YBR018C',-0.619,-1.682,-0.043,-0.37,-0.767,0.75,0.903
'YBR020W',0.343,0.218,0.229,0.292,0.215,0.546,0.168
'YBR022W',-0.196,-0.293,0.007,0.273,0.038,0.218,-0.116
'YBR024W',-0.562,-0.748,-0.243,0.358,-0.176,1.476,0.853
'YBR026C',-0.538,-0.316,0.39,0.781,0.389,1.649,1.498
'YBR028C',-0.005,0.455,0.008,0.269,0.034,-0.224,-0.411
'YBR042C',0.048,0.456,0.127,0.02,-0.384,-0.477,-1.092
'YBR044C',-0.26,-0.45,0.229,0.133,-0.29,0.384,0.405
'YBR046C',-0.111,0.933,-0.702,0.124,0.177,1.929,1.806
'YBR048W',0.224,0.274,-0.002,-0.211,-0.76,-1.524,-2.145
'YBR050C',-0.201,-0.053,-0.083,-0.122,-0.556,0.252,1.593
'YBR052C',0.049,0.105,0.65,1.31,0.917,2.401,1.715
'YBR066C',-0.11,0.399,-0.082,0.218,-0.087,0.508,0.038
'YBR068C',0.155,0.181,0.586,0.563,-0.076,1.057,0.605
'YBR070C',-0.013,0.322,0.346,0.381,-0.187,-0.191,-0.26
'YBR072W',0.044,0.624,0.305,1.246,1.911,3.802,3.313
'YBR074W',-0.154,0.049,0.481,0.264,-0.456,0.259,0.198
'YBR076W',-0.47,0.395,0.046,0.28,-0.387,0.505,0.825
'YBR089W',0.106,0.293,-0.373,-0.264,-0.485,-1.24,-1.314
'YBR089C-A',-0.079,0.15,-0.406,-0.247,-0.213,-0.526,-0.093
'YBR092C',0.123,0.235,0.174,-0.257,-0.699,-1.551,-1.801
'YBR094W',0.166,0.007,0.095,-0.071,-0.664,-0.035,-0.088
'YBR096W',0.027,0.286,0.412,0.282,-0.062,-0.168,-0.554
'YBR098W',-0.171,0.365,-0.016,-0.078,-0.534,-0.088,0.07
'YBR112C',0.235,0.591,-0.087,-0.054,-0.133,-0.113,0.001
'YBR114W',-0.689,-0.028,0.132,-0.258,-1.18,0.59,0.101
'YBR116C',0.07,0.322,0.219,-0.023,-0.194,2.018,2.797
'YBR118W',0.371,0.433,0.034,0.201,-0.318,-0.127,-0.63
'YBR120C',0.006,0.136,0.399,-0.032,-0.297,1.098,1.071
'YBR122C',0.102,0.26,0.366,0.344,0.089,1.393,1.108
'YBR136W',0.165,0.511,0.033,0.108,-0.048,0.046,0.533
'YBR138C',-0.923,0.187,0.271,-0.19,-1.767,1.135,0.518
'YBR140C',0.252,0.531,0.254,0.299,-0.019,-0.412,-0.053
'YBR142W',0.252,0.392,0.555,-0.369,-0.545,-1.103,-0.719
'YBR144C',-0.209,0.955,-0.148,-0.186,-0.554,-0.509,0.013
'YBR146W',-0.014,0.769,-0.407,0.095,-0.125,0.624,0.208
'YBR160W',-0.163,0.825,-0.131,0.321,0.212,0.351,-0.304
'YBR162C',0.067,0.111,0.487,0.287,0.208,-0.446,-1.147
'YBR163W',-0.27,-0.228,0.066,-0.178,-0.642,-0.183,-0.657
'YBR165W',-0.167,-0.177,-0.408,-0.229,-0.371,0.229,0.135
'YBR167C',-0.202,-0.175,0.047,0.084,-0.127,0.673,-0.067
'YBR169C',0.066,-0.071,-0.018,0.866,1.106,2.585,2.411
'YBR183W',-0.356,-0.409,0.395,1.289,1.259,3.01,1.914
'YBR185C',-0.202,-0.265,0.104,0.202,0.137,1.046,0.467
'YBR187W',0.051,0.276,0.578,0.413,0.058,-1.389,-1.598
'YBR189W',0.101,-0.14,-0.06,-0.072,-0.317,-1.953,-2.286
'YBR191W',0.16,-0.078,-0.02,-0.051,-0.318,-1.736,-2.278
'YBR193C',-0.068,0.027,-0.07,0.093,-0.126,0.347,-0.222
'YBR207W',-0.088,-0.034,-0.16,0.007,-0.151,0.364,0.35
'YBR209W',-0.266,1.074,-0.015,0.214,-0.02,0.207,0.423
'YBR211C',-0.372,-0.303,-0.167,0.034,-0.325,0.554,0.136
'YBR213W',-0.531,0.292,-0.367,-0.389,-0.576,0.312,0.247
'YBR215W',-0.187,0.71,0.004,-0.057,-0.6,0.185,-0.313
'YBR217W',-0.326,0.188,0.345,0.269,-0.31,0.369,0.215
'YBR231C',-0.605,0.245,-0.435,-0.053,-0.613,0.466,0.009
'YBR233W',-0.536,0.123,-0.487,-0.222,-0.703,0.111,-0.61
'YBR235W',0.07,0.354,-0.162,0.036,-0.476,-0.295,0.158
'YBR237W',-0.176,0.3,-0.469,-0.212,-0.602,-0.059,-0.028
'YBR239C',-0.254,0.218,-0.393,-0.428,-1.026,0.552,0.227
'YBR241C',-0.738,-0.18,0.387,0.371,0.181,3.148,1.985
'YBR255W',-0.133,-0.09,-0.072,-0.053,-0.253,0.738,0.475
'YBR257W',-0.23,-0.222,0.342,-0.105,-0.6,0.58,0.299
'YBR259W',0.059,0.241,-0.017,-0.039,-0.217,-0.782,-0.449
'YBR261C',-0.121,-0.152,0.15,-0.201,-0.231,0.2,-0.167
'YBR263W',0.3,0.114,0.073,-0.26,-0.482,-0.426,-0.252
'YBR265W',0.035,-0.069,0.156,-0.07,-0.491,-0.146,0.105
'YBR279W',0.041,0.402,-0.316,-0.333,-0.325,0.545,0.247
'YBR281C',0.056,-0.009,0.053,-0.303,-0.444,-0.525,-0.423
'YBR283C',0.334,0.196,0.597,0.151,0.055,-0.424,-0.344
'YBR285W',-0.13,0.394,0.063,-0.045,-0.198,1.849,1.321
'YBR287W',-0.358,0.138,1.14,0.813,0.121,2.018,1.495
'YBR289W',0.244,0.759,-0.071,0.025,-0.098,0.004,0.211
'YCL001W',0.021,0.497,-0.041,0.08,0,-0.285,-0.257
'YCL003W',-0.059,0.164,0.009,-0.193,-0.583,0.204,0.572
'YCL005W',-0.028,0.224,0.5,-0.136,-0.158,0.076,0.037
'YCL007C',0.163,0.478,0.242,0.05,0.099,-0.072,0.08
'YCL009C',0.029,0.331,-0.28,-0.336,-0.387,-0.571,-0.83
'YCL011C',-0.227,-0.286,0.272,0.045,-0.136,0.378,-0.751
'YCL026C',-0.345,-0.018,-0.41,-0.107,-0.425,-0.108,-0.336
'YCL028W',-0.212,-0.233,0.141,0.067,0.037,0.376,0.205
'YCL030C',0.212,0.593,0.828,1.012,1.296,-0.09,-0.468
'YCL032W',-0.445,-0.555,0.07,0.254,0.034,0.93,0.156
'YCL034W',-0.414,-0.285,-0.023,0.096,-0.001,0.862,-0.075
'YCL036W',-0.278,-0.335,-0.077,0.137,-0.198,1.13,0.482
'YCL050C',0.193,-0.029,-0.498,-0.267,-0.597,-0.867,-1.578
'YCL052C',-0.435,-0.959,-0.127,0.185,-0.123,1.126,0.636
'YCL054W',0.245,-0.132,0.055,-0.558,-0.696,-1.31,-1.667
'YCL056C',-0.164,-0.327,-0.135,-0.139,-0.265,-0.541,-0.417
'YCL058C',-0.181,-0.542,-0.05,0.184,0.015,-0.08,0.282
'YCL060C',-1.019,-2.438,-0.128,-0.19,-0.565,0.569,-0.096
'YCLX01W',-0.127,-0.337,-0.035,0.027,-0.326,-0.195,-0.561
'YCLX03C',-0.167,-0.611,-0.438,-0.258,-0.223,0.273,0.115
'YCLX05C',-0.034,0.072,0.104,-0.058,-0.105,0.264,-0.273
'YCLX07W',-0.183,-0.402,-0.526,-0.292,-0.669,0.373,-0.242
'YCLX09W',0.249,0.174,-0.18,-0.029,-0.059,-0.329,1.851
'YCLX11W',0.104,0.034,-0.15,-0.324,-0.443,-0.502,-0.563
'YCR013C',0.189,0.352,0.104,0.319,0.445,0.187,0.307
'YCR015C',-0.231,-1.676,0.364,0.394,-0.032,0.856,0.585
'YCR017C',0.147,0.748,0.112,0.258,-0.038,-0.1,0.118
'YCR019W',-0.818,-2.561,0.264,-0.196,-1.032,0.744,0.453
'YCR020C-A',-0.305,-0.811,-0.12,-0.274,-0.555,0.712,0.348
'YCR022C',0.043,0.151,0.06,0.129,-0.131,0.55,0.514
'YCR034W',0.206,0.088,0.83,0.199,-0.088,-0.856,-1.239
'YCR036W',-0.369,-1.645,0.564,0.352,0.024,1.156,0.94
'YCR038C',-0.262,-0.224,-0.16,-0.34,-0.467,0.799,0.757
'YCR040W',-0.54,0.649,-0.494,-0.613,-0.523,0.569,0.421
'YCR042C',0.156,0.646,-0.087,0.024,0.036,0.334,0.47
'YCR044C',-0.142,0.009,0.742,0.29,-0.157,0.84,0.122
'YCR058C',-0.061,0.365,-0.455,-0.909,-1.133,-1.448,-1.496
'YCR060W',-0.091,1.04,-0.086,-0.101,-0.079,-0.042,0.03
'YCR062W',-0.116,1.72,0.361,0.082,0.257,0.412,1.946
'YCR064C',-0.034,1.16,-0.186,-0.005,-0.085,-0.367,-0.006
'YCR066W',-0.972,-0.041,0.107,-0.371,-1.118,1.147,0.5
'YCR068W',-0.58,-0.224,0.164,-0.513,-1.159,0.709,0.591
'YCR083W',-0.02,0.803,-0.029,-0.12,0.006,0.738,0.226
'YCR085W',-0.274,1.018,-0.193,-0.173,-0.276,-0.162,0.01
'YCR087W',0.209,0.948,0.147,0.034,-0.153,-0.426,-0.339
'YCR089W',-0.032,0.997,-0.02,-0.218,-0.565,-0.65,-0.24
'YCR091W',-0.317,-0.198,-0.19,0.24,0.136,1.754,1.465
'YCR093W',-0.013,1.149,-0.302,-0.025,0.063,0.013,-0.091
'YCR106W',-0.223,0.011,-0.013,-0.461,-0.504,-0.308,-0.105
'YCRX01W',-0.012,0.544,-0.26,0.278,0.203,-0.202,0.415
'YCRX03C',-0.189,-0.11,-0.37,0.085,-0.142,0.122,-0.128
'YCRX05W',-0.222,0.078,-0.105,-0.043,-0.19,-0.051,-0.051
'YCRX07W',-0.488,0.076,-0.138,-0.273,-0.526,0.017,-0.399
'YCRX09C',-0.498,0.142,-0.526,-0.282,-0.271,0.021,-0.334
'YDL002C',-0.201,-0.129,0.173,0.237,0.228,1.002,0.064
'YDL004W',0.126,0.105,0.086,0.557,0.784,1.838,1.613
'YDL006W',-0.17,-0.52,0.032,0.303,-0.109,0.686,-0.073
'YDL008W',-0.177,0.117,-0.074,0,0.036,0.344,-0.174
'YDL010W',-0.255,-0.268,-0.088,0.31,0.365,0.014,0.661
'YDL012C',0.082,-0.045,-0.343,-0.168,-0.201,-0.222,-0.405
'YDL026W',0.001,0.194,-0.298,0.152,0.029,0.24,0.615
'YDL028C',-0.061,0.389,-0.251,-0.101,-0.248,-0.196,-0.191
'YDL030W',-0.088,0.644,-0.136,-0.064,-0.31,-0.103,-0.045
'YDL032W',-0.006,0.101,-0.102,-0.053,-0.166,-0.263,-0.001
'YDL034W',0.023,0.373,-0.047,0.068,-0.045,-0.048,0.232
'YDL036C',0.154,0.203,0.2,0.083,-0.152,-0.296,-0.397
'YDL050C',0.192,0.215,0.073,-0.262,-0.449,-1.538,-1.321
'YDL052C',0.048,0.721,-0.205,-0.078,-0.363,-1.377,-1.056
'YDL054C',-0.139,0.996,0.203,0.213,-0.151,0.445,0.844
'YDL056W',-0.022,0.435,-0.269,-0.073,-0.304,-0.073,0.002
'YDL058W',0.225,0.539,0.017,0.118,-0.032,-0.27,0.389
'YDL060W',0.172,0.215,0.068,-0.219,-0.313,-1.312,-1.366
'YDL074C',0.18,0.718,0.109,0.104,0.066,-0.17,-0.32
'YDL076C',-0.051,1.17,-0.438,-0.102,-0.167,-0.011,-0.286
'YDL078C',-0.034,0.694,-0.112,0.184,0.121,0.798,0.927
'YDL080C',-0.165,0.589,0.016,0.081,-0.402,-0.081,0.17
'YDL082W',0.258,0.131,-0.214,-0.156,-0.263,-1.708,-1.657
'YDL084W',0.234,0.361,-0.14,-0.154,-0.223,-1.241,-1.031
'YDL098C',0.039,1.186,-0.12,0.012,-0.138,-0.54,-0.293
'YDL100C',0.151,0.46,-0.114,0.051,-0.086,-0.164,-0.542
'YDL102W',0.002,0.997,-0.189,-0.048,-0.333,-0.533,-0.188
'YDL104C',0.024,0.979,-0.148,0.227,0.02,-0.053,0.099
'YDL106C',0.135,0.78,-0.243,-0.119,-0.333,0.266,0.492
'YDL108W',-0.021,0.364,0.086,0.066,-0.127,0.118,-0.025
'YDL122W',-0.093,0.278,-0.165,-0.044,-0.429,-1.092,-0.813
'YDL124W',0.029,-0.203,-0.16,0.719,0.852,2.062,1.082
'YDL126C',0.312,0.409,0.42,0.653,0.529,0.646,0.392
'YDL128W',-0.008,0.315,0.382,0.434,0.51,0.839,0.566
'YDL130W',0.211,0.137,0.138,0.268,0.267,-0.557,-1.826
'YDL132W',-0.01,0.444,-0.217,0.218,-0.057,-0.366,-0.021
'YDL146W',-0.177,0.615,0.066,0.263,0.189,-0.114,0.037
'YDL148C',0.109,0.042,0.243,-0.617,-0.779,-1.367,-2.05
'YDL150W',0.06,0.202,-0.018,-0.258,-0.435,-0.434,-0.754
'YDL152W',-0.026,0.369,0.115,-0.52,-0.764,-1.122,-1.55
'YDL154W',-0.777,0.005,-0.572,-0.304,-0.396,1.336,1.27
'YDL156W',-0.396,0.389,-0.345,-0.294,-0.396,-0.278,-0.608
'YDL170W',-0.273,0.632,-0.504,-0.464,-0.589,0.609,0.339
'YDL172C',-0.009,0.297,-0.041,0.055,-0.054,0.372,0.047
'YDL174C',0.086,0.407,-0.057,0.12,0.115,0.21,1.175
'YDL176W',-0.198,-0.319,0.159,0.178,-0.08,0.475,-0.013
'YDL178W',-0.08,0.162,0.183,0.502,0.442,0.913,0.315
'YDL180W',-0.048,0.396,-0.106,0.107,-0.06,-0.172,0.417
'YDL194W',-0.069,0.068,0.089,-0.042,-0.19,0.638,1.373
'YDL196W',-0.34,0.611,-0.445,-0.09,-0.258,0.069,0.843
'YDL198C',0.145,0.162,0.344,0.254,-0.062,0.186,-0.444
'YDL200C',-0.262,0.569,-0.081,0.04,-0.154,0.377,0.411
'YDL202W',-0.033,0.734,-0.158,-0.006,0.084,0.25,-0.18
'YDL204W',-0.328,1.063,-0.62,0.551,0.68,4.234,3.477
'YDL218W',-0.236,0.208,-0.131,-0.39,-0.162,1.627,1.931
'YDL220C',0.076,0.331,-0.13,-0.159,-0.103,0.232,0.246
'YDL222C',-0.363,0.29,-1.384,-0.669,-0.229,1.018,1.346
'YDL224C',0.052,-0.285,0.207,-0.212,-0.534,0.061,0.152
'YDL226C',0.083,0.351,0.265,0.046,-0.118,0.046,-0.421
'YDL228C',0.118,0.512,0.046,0.171,0.099,-0.076,0.059
'YDL242W',-0.039,0.583,-0.003,-0.162,-0.137,0.485,0.796
'YDL244W',-0.663,-0.041,-0.128,-0.701,-0.665,1.33,1.143
'YDL246C',-0.43,0.552,-0.182,-0.334,-0.229,0.985,0.734
'YDL248W',0.26,0.719,0.37,0.674,0.664,0.93,0.834
'YDR002W',0.344,0.46,0.207,0.2,0.088,0.059,-0.802
'YDR004W',-0.325,-0.151,0.355,-0.1,-0.23,0.84,0.48
'YDR018C',-0.462,1.015,-0.215,-0.305,-0.4,1.457,1.841
'YDR020C',-0.033,1.16,0.068,-0.2,-0.32,-0.629,-0.015
'YDR022C',-0.407,0.394,-0.15,-0.046,-0.187,1.068,1.165
'YDR024W',-0.395,1.129,-0.393,-0.202,-0.588,-1.648,-1.295
'YDR026C',-0.205,-0.062,-0.041,-0.042,0.086,-0.075,-0.129
'YDR028C',-0.045,0.137,0.106,0.223,0.576,0.606,0.414
'YDR042C',-0.381,-0.054,-0.592,-0.207,-0.406,-0.197,-0.028
'YDR044W',-0.076,0.286,0.365,0.331,0.287,0.161,-0.355
'YDR046C',-0.078,-0.002,0.476,0.485,0.059,-0.121,-0.176
'YDR048C',-0.1,0.035,-0.217,-0.034,-0.346,0.151,-0.006
'YDR050C',0.143,0.115,0.273,0.405,0.3,0.163,-0.682
'YDR052C',-0.097,-0.092,-0.188,-0.064,-0.224,-0.363,-0.751
'YDR066C',-0.242,-0.097,0.086,0.335,0.018,0.687,0.159
'YDR068W',-0.186,-0.566,0.201,0.079,-0.07,0.654,0.437
'YDR070C',0.096,0.265,-0.025,0.224,0.511,2.494,2.108
'YDR072C',-0.063,-0.094,0.334,-0.013,-0.095,0.535,0.27
'YDR074W',0.243,0.214,0.159,1.255,1.253,2.187,1.594
'YDR076W',-0.763,-0.816,0.461,0.27,-0.27,0.874,1.126
'YDR090C',-0.081,-0.105,0.134,0.027,-0.379,0.299,0.383
'YDR092W',-0.034,-0.215,0.175,0.248,-0.003,0.637,0.444
'YDR094W',-0.372,-0.003,0.258,-0.022,-0.142,-0.482,-0.078
'YDR096W',-0.283,-0.373,-0.126,0.329,0.106,1.318,2.056
'YDR098C',-0.017,-0.312,-0.067,-0.06,-0.32,0.249,-0.06
'YDR100W',-0.07,0.009,0.431,0.332,0.048,0.406,0.069
'YDR114C',-0.253,-0.395,-0.426,-0.195,-0.229,0.122,-0.13
'YDR116C',-0.043,0.001,-0.231,0.042,-0.004,0.858,0.198
'YDR118W',-0.931,-1.134,0.487,0.144,-0.73,1.263,0.546
'YDR120C',0.05,-0.273,0.34,-0.441,-0.511,0.059,-0.651
'YDR122W',-0.458,-0.899,-0.012,0.296,0.044,1.025,0.309
'YDR124W',-0.244,0.138,-0.075,0.039,0.678,0.407,1.079
'YDR138W',-0.184,-0.532,-0.038,-0.225,-0.693,0.262,0.061
'YDR140W',-0.059,-0.314,0.21,-0.162,-0.738,0.462,0.265
'YDR142C',-0.565,-0.792,-0.067,-0.515,-1.105,1.049,0.581
'YDR144C',0.193,0.147,-0.423,-0.672,-0.978,-2.502,-2.322
'YDR146C',-0.198,-1.024,0.368,0.155,0.175,0.525,0.033
'YDR148C',-0.569,-0.034,0.301,-0.049,0.153,2.154,1.878
'YDR162C',-0.002,0.046,0.046,-0.193,-0.216,0.367,0.205
'YDR164C',-0.04,0.146,0.2,-0.104,-0.752,0.39,0.187
'YDR166C',-0.042,0.525,-0.134,0.137,-0.126,-0.067,0.069
'YDR168W',0.007,0.137,0.288,0.413,0.461,1.151,0.724
'YDR170C',0.023,0.625,-0.157,0.177,-0.141,-0.702,-0.321
'YDR172W',0.311,0.173,0.113,-0.212,-0.428,-0.131,-0.517
'YDR186C',0.049,0.136,0.044,-0.159,-0.26,0.808,0.722
'YDR188W',-0.152,0.115,0.666,-0.104,-0.408,0.535,0.138
'YDR190C',0.08,0.088,0.157,0.176,0.164,0.021,-0.518
'YDR192C',-0.355,0.052,-0.329,-0.552,-0.059,0.325,0.078
'YDR194C',-0.031,0.207,0.338,0.548,0.312,0.208,-0.052
'YDR196C',-0.151,0.092,0.037,0.231,-0.052,0.86,0.337
'YDR210W',0.08,0.13,0.326,0.404,0.251,0.527,-0.333
'YDR212W',0.177,0.151,0.353,-0.069,-0.393,-0.361,-0.787
'YDR214W',0.033,0.043,-0.073,0.393,0.214,0.337,0.816
'YDR216W',0.03,0.055,-0.265,0.108,0.181,1.289,2.058
'YDR218C',-1.755,-0.317,NaN,-0.695,-0.973,1.317,1.178
'YDR220C',-0.245,-0.144,-0.539,0.05,-0.288,0.612,0.384
'YDR234W',-0.169,-0.336,0.056,-0.671,-0.96,0.454,0.667
'YDR250C',-0.051,-0.031,-0.358,-0.009,-0.413,0.334,0.87
'YDR252W',-0.178,-0.142,-0.009,-0.002,-0.265,0.397,0.25
'YDR254W',-0.791,-0.789,0.383,0.286,0.312,0.994,0.991
'YDR256C',-0.774,-0.454,0.262,-0.283,-0.975,0.91,1.461
'YDR258C',-0.144,0.37,-0.304,1.111,0.934,2.736,2.879
'YDR267C',-0.272,-0.239,0.256,-0.007,-0.455,0.613,0.25
'YDR268W',-0.611,-0.87,0.241,0.116,-0.797,1.085,0.222
'YDR269C',-0.074,-0.036,-0.375,-0.262,-0.41,0.373,0.138
'YDR270W',-0.38,-0.898,-0.918,-0.465,-0.573,0.696,0.58
'YDR271C',-0.063,-0.098,-0.608,-0.223,-0.05,0.19,0.099
'YDR272W',0.016,0.132,0.301,0.64,0.73,2.783,1.722
'YDR282C',-0.654,-1.122,-0.06,0.016,-0.074,1.28,0.988
'YDR284C',-0.051,-0.081,0.692,0.376,0.337,0.765,0.136
'YDR286C',0.046,0.017,0.368,0.09,0.145,0.772,0.406
'YDR288W',-0.323,-0.566,0.427,0.084,0.415,1.055,0.666
'YDR290W',0.002,-0.125,-0.101,-0.228,-0.246,0.388,0.16
'YDR292C',-0.26,-0.571,0.44,-0.071,-1.167,0.337,-0.019
'YDR306C',-0.048,-0.047,0.07,0.077,0.235,1.884,1.339
'YDR308C',0.031,0.181,0.194,-0.02,0.1,0.343,0.002
'YDR310C',0.089,0.198,-0.364,-0.022,-0.111,-0.106,-0.453
'YDR312W',0.069,-0.149,0.218,-0.709,-0.67,0.083,-0.519
'YDR314C',-1.201,-1.008,0.386,-0.28,-0.282,NaN,0.869
'YDR316W',-0.493,-0.463,0.501,0.065,-0.672,2.283,0.672
'YDR330W',-0.167,0.097,-0.265,0.099,-0.088,2.584,1.297
'YDR332W',-0.528,-0.041,-0.022,-0.149,-0.48,2.213,0.315
'YDR334W',0.023,0.273,-0.41,-0.011,-0.261,0.716,0.122
'YDR336W',-0.469,-0.374,0.41,-0.321,-0.616,1.297,0.512
'YDR338C',-0.186,-0.378,-0.107,-0.332,-0.537,1.19,0.968
'YDR340W',0.167,0.282,-0.042,-0.034,-0.026,-0.046,-0.104
'YDR354W',0.05,0.231,-0.046,-0.083,0.046,-0.369,-0.207
'YDR356W',-0.061,0.098,0.043,-0.135,0.248,-0.182,0.2
'YDR358W',-0.044,-0.129,0.14,0.817,0.66,1.957,1.086
